order_id,order_date,product_id,market_id,customer_id,quantity_units,fob_price_usd_per_unit,discount_pct,net_fob_price_usd,total_fob_value_usd,exchange_rate_on_date,total_fob_value_inr,cogs_inr_per_unit,total_cogs_inr,gross_profit_inr,gross_margin_pct,payment_terms_days,payment_due_date,payment_received_date,payment_delay_days,payment_status,order_channel,order_status,incoterm,fiscal_year,quarter,month_num,month_name,week_num,is_repeat_order,days_since_last_order
1420,07-12-2024,P001,M15,C0124,124,15,3,14.55,1804.2,89.7,161836.74,313.6,38886.4,122950.34,75.97,30,06-01-2025,20-01-2025,14,Paid Late,Etsy,Delivered,CIF,2024,Q4,12,December,49,Y,144
1421,28-07-2023,P030,M01,C0012,165,15,3,14.55,2400.75,83.5,200462.62,291.2,48048,152414.62,76.03,45,11-09-2023,18-09-2023,7,Paid Late,Direct B2B,Delivered,FOB,2023,Q3,7,July,30,Y,139
1422,08-12-2023,P033,M08,C0034,310,24,0,24,7440,89.7,667368,470.4,145824,521544,78.15,60,06-02-2024,16-02-2024,10,Paid Late,Amazon,Returned,CIF,2023,Q4,12,December,49,Y,135
1423,10-10-2023,P005,M06,C0036,50,26,3,25.22,1261,61.2,77173.2,537.6,26880,50293.2,65.17,60,09-12-2023,07-12-2023,-2,Paid On Time,Etsy,Cancelled,FOB,2023,Q4,10,October,41,Y,23
1424,28-06-2023,P008,M13,C0019,50,14,3,13.58,679,4.5,3055.5,246.4,12320,-9264.5,0,30,28-07-2023,31-08-2023,34,Overdue,Etsy,Delivered,FOB,2023,Q2,6,June,26,N,38
1425,31-07-2024,P003,M01,C0089,135,23,3,22.31,3011.85,83.5,251489.48,470.4,63504,187985.48,74.75,90,29-10-2024,04-11-2024,6,Paid Late,Amazon,Delivered,FOB,2024,Q3,7,July,31,N,124
1426,13-12-2023,P032,M06,C0177,61,33,3,32.01,1952.61,61.2,119499.73,649.6,39625.6,79874.13,66.84,45,27-01-2024,29-02-2024,33,Overdue,Etsy,Delivered,FOB,2023,Q4,12,December,50,N,158
1427,08-06-2024,P004,M06,C0130,117,18,0,18,2106,61.2,128887.2,358.4,41932.8,86954.4,67.47,30,08-07-2024,07-07-2024,-1,Paid On Time,Amazon,Delivered,CIF,2024,Q2,6,June,23,Y,82
1428,21-05-2024,P004,M01,C0197,50,18,5,17.1,855,83.5,71392.5,358.4,17920,53472.5,74.9,60,20-07-2024,16-08-2024,27,Overdue,Trade Fair,Delivered,FOB,2024,Q2,5,May,21,Y,65
1429,14-08-2022,P033,M01,C0139,50,24,2,23.52,1176,83.5,98196,470.4,23520,74676,76.05,45,28-09-2022,04-11-2022,37,Overdue,Wayfair,Delivered,CIF,2022,Q3,8,August,32,Y,57
1430,18-12-2023,P004,M04,C0157,693,18,5,17.1,11850.3,61.8,732348.54,358.4,248371.2,483977.34,66.09,45,01-02-2024,27-02-2024,26,Overdue,Direct B2B,Delivered,FOB,2023,Q4,12,December,51,Y,95
1431,24-08-2022,P025,M12,C0151,205,30,0,30,6150,18.8,115620,582.4,119392,-3772,0,90,22-11-2022,25-11-2022,3,Paid Late,Etsy,Delivered,FOB,2022,Q3,8,August,34,N,51
1432,17-10-2023,P027,M07,C0099,122,35,5,33.25,4056.5,89.7,363868.05,694.4,84716.8,279151.25,76.72,30,16-11-2023,19-11-2023,3,Paid Late,Direct B2B,Delivered,FOB,2023,Q4,10,October,42,Y,154
1433,11-01-2024,P005,M05,C0264,59,26,0,26,1534,54.3,83296.2,537.6,31718.4,51577.8,61.92,90,10-04-2024,30-04-2024,20,Overdue,Direct B2B,Delivered,CIF,2024,Q1,1,January,2,N,37
1434,29-12-2024,P024,M09,C0249,61,32,0,32,1952,22.3,43529.6,627.2,38259.2,5270.4,12.11,30,28-01-2025,08-02-2025,11,Paid Late,Amazon,Processing,FOB,2024,Q4,12,December,52,N,38
1435,30-01-2022,P003,M03,C0250,50,23,0,23,1150,105.2,120980,470.4,23520,97460,80.56,30,01-03-2022,06-04-2022,36,Overdue,Noon,Delivered,CIF,2022,Q1,1,January,4,Y,147
1436,15-04-2022,P017,M01,C0034,52,16,0,16,832,83.5,69472,291.2,15142.4,54329.6,78.2,60,14-06-2022,01-07-2022,17,Overdue,Distributor,Delivered,FOB,2022,Q2,4,April,15,Y,147
1437,28-03-2022,P012,M08,C0129,65,22,7,20.46,1329.9,89.7,119292.03,425.6,27664,91628.03,76.81,30,27-04-2022,12-05-2022,15,Paid Late,Amazon,Delivered,FOB,2022,Q1,3,March,13,N,154
1438,13-03-2023,P019,M02,C0273,55,25,5,23.75,1306.25,22.7,29651.88,492.8,27104,2547.88,8.59,15,28-03-2023,09-04-2023,12,Paid Late,Etsy,Delivered,FOB,2023,Q1,3,March,11,Y,114
1439,03-07-2024,P039,M15,C0073,50,46,12,40.48,2024,89.7,181552.8,918.4,45920,135632.8,74.71,60,01-09-2024,12-09-2024,11,Paid Late,Etsy,Delivered,FOB,2024,Q3,7,July,27,Y,134
1440,29-07-2024,P036,M03,C0178,75,22,0,22,1650,105.2,173580,425.6,31920,141660,81.61,60,27-09-2024,29-09-2024,2,Paid Late,Direct B2B,Shipped,CIF,2024,Q3,7,July,31,Y,149
1441,19-03-2024,P015,M12,C0066,63,17,10,15.3,963.9,18.8,18121.32,324.8,20462.4,-2341.08,0,30,18-04-2024,13-05-2024,25,Overdue,Direct B2B,Delivered,FOB,2024,Q1,3,March,12,Y,178
1442,26-09-2024,P026,M02,C0042,135,56,12,49.28,6652.8,22.7,151018.56,1097.6,148176,2842.56,1.88,15,11-10-2024,08-10-2024,-3,Paid On Time,Direct B2B,Processing,CIF,2024,Q3,9,September,39,Y,113
1443,23-12-2022,P010,M02,C0152,50,38,10,34.2,1710,22.7,38817,761.6,38080,737,1.9,15,07-01-2023,09-02-2023,33,Overdue,Trade Fair,Cancelled,FOB,2022,Q4,12,December,51,N,76
1444,11-04-2022,P007,M01,C0284,50,12,2,11.76,588,83.5,49098,201.6,10080,39018,79.47,90,10-07-2022,04-08-2022,25,Overdue,Etsy,Shipped,FOB,2022,Q2,4,April,15,Y,59
1445,04-03-2022,P017,M01,C0118,80,16,0,16,1280,83.5,106880,291.2,23296,83584,78.2,60,03-05-2022,15-05-2022,12,Paid Late,Amazon,Delivered,CIF,2022,Q1,3,March,9,Y,130
1446,07-08-2024,P010,M14,C0065,96,38,0,38,3648,0.56,2042.88,761.6,73113.6,-71070.72,0,30,06-09-2024,10-09-2024,4,Paid Late,Etsy,Delivered,CIF,2024,Q3,8,August,32,N,154
1447,10-03-2024,P034,M02,C0226,99,18,3,17.46,1728.54,22.7,39237.86,358.4,35481.6,3756.26,9.57,45,24-04-2024,06-05-2024,12,Paid Late,Etsy,Delivered,FOB,2024,Q1,3,March,10,Y,15
1448,01-02-2024,P029,M07,C0175,133,22,12,19.36,2574.88,89.7,230966.74,425.6,56604.8,174361.94,75.49,30,02-03-2024,31-03-2024,29,Overdue,Amazon,Delivered,DDP,2024,Q1,2,February,5,Y,28
1449,07-01-2023,P003,M07,C0202,50,23,7,21.39,1069.5,89.7,95934.15,470.4,23520,72414.15,75.48,15,22-01-2023,25-01-2023,3,Paid Late,Wayfair,Delivered,FOB,2023,Q1,1,January,1,N,98
1450,18-02-2023,P036,M01,C0010,94,22,7,20.46,1923.24,83.5,160590.54,425.6,40006.4,120584.14,75.09,60,19-04-2023,22-05-2023,33,Overdue,Wayfair,Delivered,FOB,2023,Q1,2,February,7,Y,162
1451,26-11-2024,P008,M06,C0190,139,14,7,13.02,1809.78,61.2,110758.54,246.4,34249.6,76508.94,69.08,45,10-01-2025,23-01-2025,13,Paid Late,Etsy,Delivered,FOB,2024,Q4,11,November,48,N,168
1452,11-03-2022,P005,M04,C0114,50,26,2,25.48,1274,61.8,78733.2,537.6,26880,51853.2,65.86,60,10-05-2022,23-05-2022,13,Paid Late,Direct B2B,Delivered,FOB,2022,Q1,3,March,10,Y,164
1453,05-05-2024,P002,M03,C0224,51,20,7,18.6,948.6,105.2,99792.72,425.6,21705.6,78087.12,78.25,60,04-07-2024,30-06-2024,-4,Paid On Time,Noon,Delivered,CIF,2024,Q2,5,May,18,Y,42
1454,12-12-2022,P010,M12,C0224,50,38,7,35.34,1767,18.8,33219.6,761.6,38080,-4860.4,0,60,10-02-2023,14-02-2023,4,Paid Late,Amazon,Delivered,FOB,2022,Q4,12,December,50,N,66
1455,08-02-2022,P009,M09,C0210,58,19,0,19,1102,22.3,24574.6,380.8,22086.4,2488.2,10.13,30,10-03-2022,31-03-2022,21,Overdue,Etsy,Delivered,CIF,2022,Q1,2,February,6,Y,98
1456,26-03-2024,P002,M16,C0280,147,20,0,20,2940,89.7,263718,425.6,62563.2,201154.8,76.28,15,10-04-2024,15-04-2024,5,Paid Late,Direct B2B,Shipped,DDP,2024,Q1,3,March,13,Y,175
1457,30-12-2022,P017,M06,C0063,57,16,0,16,912,61.2,55814.4,291.2,16598.4,39216,70.26,45,13-02-2023,25-02-2023,12,Paid Late,Amazon,Returned,FOB,2022,Q4,12,December,52,Y,7
1458,29-02-2024,P039,M03,C0116,211,46,0,46,9706,105.2,1021071.2,918.4,193782.4,827288.8,81.02,90,29-05-2024,19-06-2024,21,Overdue,Amazon,Delivered,FOB,2024,Q1,2,February,9,N,178
1459,11-02-2024,P037,M01,C0086,92,12,0,12,1104,83.5,92184,201.6,18547.2,73636.8,79.88,45,27-03-2024,05-04-2024,9,Paid Late,Direct B2B,Delivered,CIF,2024,Q1,2,February,6,Y,3
1460,26-08-2023,P027,M06,C0166,90,35,3,33.95,3055.5,61.2,186996.6,694.4,62496,124500.6,66.58,45,10-10-2023,11-10-2023,1,Paid Late,Amazon,Processing,DDP,2023,Q3,8,August,34,Y,61
1461,10-05-2024,P004,M01,C0283,190,18,7,16.74,3180.6,83.5,265580.1,358.4,68096,197484.1,74.36,45,24-06-2024,16-07-2024,22,Overdue,Amazon,Delivered,FOB,2024,Q2,5,May,19,Y,101
1462,15-10-2023,P031,M07,C0053,60,21,0,21,1260,89.7,113022,403.2,24192,88830,78.6,45,29-11-2023,13-12-2023,14,Paid Late,Amazon,Returned,FOB,2023,Q4,10,October,41,N,48
1463,21-11-2022,P005,M07,C0074,123,26,10,23.4,2878.2,89.7,258174.54,537.6,66124.8,192049.74,74.39,30,21-12-2022,29-12-2022,8,Paid Late,Amazon,Delivered,FOB,2022,Q4,11,November,47,N,167
1464,15-03-2024,P026,M13,C0026,69,56,2,54.88,3786.72,4.5,17040.24,1097.6,75734.4,-58694.16,0,30,14-04-2024,23-05-2024,39,Overdue,Amazon,Processing,FOB,2024,Q1,3,March,11,N,178
1465,23-10-2023,P035,M04,C0162,102,17,0,17,1734,61.8,107161.2,336,34272,72889.2,68.02,45,07-12-2023,24-12-2023,17,Overdue,Etsy,Delivered,FOB,2023,Q4,10,October,43,N,163
1466,13-01-2022,P016,M01,C0300,211,16,5,15.2,3207.2,83.5,267801.2,291.2,61443.2,206358,77.06,30,12-02-2022,14-03-2022,30,Overdue,Noon,Cancelled,DDP,2022,Q1,1,January,2,Y,146
1467,01-10-2024,P002,M09,C0296,55,20,0,20,1100,22.3,24530,425.6,23408,1122,4.57,45,15-11-2024,14-12-2024,29,Overdue,Direct B2B,Delivered,CIF,2024,Q4,10,October,40,Y,145
1468,07-09-2023,P036,M03,C0137,98,22,0,22,2156,105.2,226811.2,425.6,41708.8,185102.4,81.61,45,22-10-2023,24-10-2023,2,Paid Late,Direct B2B,Shipped,FOB,2023,Q3,9,September,36,Y,63
1469,26-08-2024,P021,M17,C0014,66,18,3,17.46,1152.36,271.5,312865.74,358.4,23654.4,289211.34,92,15,10-09-2024,03-10-2024,23,Overdue,Direct B2B,Delivered,DDP,2024,Q3,8,August,35,Y,104
1470,11-09-2024,P033,M20,C0246,111,24,3,23.28,2584.08,89.7,231791.98,470.4,52214.4,179577.58,77.47,30,11-10-2024,28-10-2024,17,Overdue,Distributor,Shipped,CIF,2024,Q3,9,September,37,Y,155
1471,11-05-2023,P004,M08,C0170,119,18,0,18,2142,89.7,192137.4,358.4,42649.6,149487.8,77.8,30,10-06-2023,14-07-2023,34,Overdue,Distributor,Delivered,CIF,2023,Q2,5,May,19,N,23
1472,26-07-2023,P015,M04,C0039,82,17,0,17,1394,61.8,86149.2,324.8,26633.6,59515.6,69.08,30,25-08-2023,03-10-2023,39,Overdue,Etsy,Delivered,DDP,2023,Q3,7,July,30,Y,51
1473,04-04-2023,P002,M06,C0154,192,20,10,18,3456,61.2,211507.2,425.6,81715.2,129792,61.37,60,03-06-2023,05-06-2023,2,Paid Late,Etsy,Delivered,FOB,2023,Q2,4,April,14,Y,16
1474,17-05-2023,P029,M02,C0017,240,22,10,19.8,4752,22.7,107870.4,425.6,102144,5726.4,5.31,60,16-07-2023,20-08-2023,35,Overdue,Amazon,Delivered,FOB,2023,Q2,5,May,20,N,150
1475,24-09-2024,P009,M04,C0197,52,19,10,17.1,889.2,61.8,54952.56,380.8,19801.6,35150.96,63.97,60,23-11-2024,13-12-2024,20,Overdue,Direct B2B,Delivered,CIF,2024,Q3,9,September,39,Y,39
1476,23-05-2024,P035,M01,C0124,50,17,0,17,850,83.5,70975,336,16800,54175,76.33,30,22-06-2024,20-07-2024,28,Overdue,Direct B2B,Delivered,FOB,2024,Q2,5,May,21,Y,82
1477,30-05-2022,P007,M20,C0185,56,12,2,11.76,658.56,89.7,59072.83,201.6,11289.6,47783.23,80.89,30,29-06-2022,18-07-2022,19,Overdue,Direct B2B,Delivered,FOB,2022,Q2,5,May,22,N,11
1478,13-11-2023,P004,M01,C0288,147,18,2,17.64,2593.08,83.5,216522.18,358.4,52684.8,163837.38,75.67,45,28-12-2023,04-01-2024,7,Paid Late,Direct B2B,Delivered,CIF,2023,Q4,11,November,46,N,137
1479,28-12-2024,P027,M03,C0144,84,35,2,34.3,2881.2,105.2,303102.24,694.4,58329.6,244772.64,80.76,45,11-02-2025,07-03-2025,24,Pending,Etsy,Processing,FOB,2024,Q4,12,December,52,N,103
1480,30-10-2023,P038,M14,C0073,209,25,10,22.5,4702.5,0.56,2633.4,492.8,102995.2,-100361.8,0,60,29-12-2023,11-01-2024,13,Paid Late,Direct B2B,Delivered,CIF,2023,Q4,10,October,44,Y,83
1481,20-05-2024,P019,M03,C0113,154,25,0,25,3850,105.2,405020,492.8,75891.2,329128.8,81.26,60,19-07-2024,22-07-2024,3,Paid Late,Wayfair,Delivered,FOB,2024,Q2,5,May,21,Y,31
1482,29-04-2024,P023,M09,C0027,50,27,10,24.3,1215,22.3,27094.5,537.6,26880,214.5,0.79,30,29-05-2024,03-07-2024,35,Overdue,Amazon,Delivered,FOB,2024,Q2,4,April,18,Y,55
1483,17-01-2023,P020,M08,C0031,90,22,3,21.34,1920.6,89.7,172277.82,425.6,38304,133973.82,77.77,30,16-02-2023,28-02-2023,12,Paid Late,Distributor,Delivered,CIF,2023,Q1,1,January,3,N,126
1484,08-02-2023,P019,M07,C0080,81,25,12,22,1782,89.7,159845.4,492.8,39916.8,119928.6,75.03,45,25-03-2023,29-03-2023,4,Paid Late,Etsy,Delivered,FOB,2023,Q1,2,February,6,Y,88
1485,02-03-2024,P015,M16,C0233,50,17,7,15.81,790.5,89.7,70907.85,324.8,16240,54667.85,77.1,60,01-05-2024,02-06-2024,32,Overdue,Trade Fair,Delivered,FOB,2024,Q1,3,March,9,Y,73
1486,17-07-2023,P015,M01,C0165,50,17,5,16.15,807.5,83.5,67426.25,324.8,16240,51186.25,75.91,15,01-08-2023,13-08-2023,12,Paid Late,Etsy,Delivered,FOB,2023,Q3,7,July,29,N,5
1487,04-10-2023,P036,M04,C0133,127,22,2,21.56,2738.12,61.8,169215.82,425.6,54051.2,115164.62,68.06,30,03-11-2023,30-10-2023,-4,Paid On Time,Wayfair,Delivered,CIF,2023,Q4,10,October,40,Y,161
1488,18-02-2024,P009,M01,C0218,103,19,3,18.43,1898.29,83.5,158507.22,380.8,39222.4,119284.82,75.26,45,03-04-2024,12-05-2024,39,Overdue,Amazon,Delivered,FOB,2024,Q1,2,February,7,Y,136
1489,10-05-2024,P018,M03,C0197,105,13,2,12.74,1337.7,105.2,140726.04,218.4,22932,117794.04,83.7,60,09-07-2024,02-08-2024,24,Overdue,Amazon,Delivered,FOB,2024,Q2,5,May,19,N,179
1490,08-11-2022,P011,M06,C0289,104,48,0,48,4992,61.2,305510.4,1030.4,107161.6,198348.8,64.92,90,06-02-2023,22-02-2023,16,Overdue,Direct B2B,Processing,FOB,2022,Q4,11,November,45,N,26
1491,23-06-2022,P039,M10,C0162,207,46,5,43.7,9045.9,89.7,811417.23,918.4,190108.8,621308.43,76.57,45,07-08-2022,15-08-2022,8,Paid Late,Distributor,Delivered,FOB,2022,Q2,6,June,25,N,156
1492,26-11-2022,P036,M13,C0294,53,22,2,21.56,1142.68,4.5,5142.06,425.6,22556.8,-17414.74,0,30,26-12-2022,23-01-2023,28,Overdue,Amazon,Delivered,CIF,2022,Q4,11,November,47,Y,89
1493,26-07-2023,P007,M10,C0066,86,12,0,12,1032,89.7,92570.4,201.6,17337.6,75232.8,81.27,30,25-08-2023,07-09-2023,13,Paid Late,Amazon,Delivered,FOB,2023,Q3,7,July,30,Y,167
1494,09-01-2023,P018,M01,C0067,102,13,0,13,1326,83.5,110721,218.4,22276.8,88444.2,79.88,60,10-03-2023,11-04-2023,32,Overdue,Distributor,Processing,CIF,2023,Q1,1,January,2,N,60
1495,02-10-2023,P036,M03,C0255,88,22,3,21.34,1877.92,105.2,197557.18,425.6,37452.8,160104.38,81.04,30,01-11-2023,04-11-2023,3,Paid Late,Wayfair,Shipped,FOB,2023,Q4,10,October,40,Y,126
1496,26-02-2022,P019,M16,C0035,93,25,15,21.25,1976.25,89.7,177269.62,492.8,45830.4,131439.22,74.15,90,27-05-2022,22-06-2022,26,Overdue,Wayfair,Delivered,FOB,2022,Q1,2,February,8,Y,63
1497,28-07-2023,P016,M03,C0057,73,16,10,14.4,1051.2,105.2,110586.24,291.2,21257.6,89328.64,80.78,15,12-08-2023,16-08-2023,4,Paid Late,Wayfair,Delivered,CIF,2023,Q3,7,July,30,Y,12
1498,03-02-2023,P008,M03,C0167,131,14,10,12.6,1650.6,105.2,173643.12,246.4,32278.4,141364.72,81.41,30,05-03-2023,09-04-2023,35,Overdue,Direct B2B,Delivered,FOB,2023,Q1,2,February,5,N,43
1499,26-08-2023,P013,M09,C0039,219,20,3,19.4,4248.6,22.3,94743.78,403.2,88300.8,6442.98,6.8,30,25-09-2023,27-10-2023,32,Overdue,Direct B2B,Delivered,FOB,2023,Q3,8,August,34,Y,162
1500,13-04-2023,P004,M02,C0031,54,18,3,17.46,942.84,22.7,21402.47,358.4,19353.6,2048.87,9.57,30,13-05-2023,10-06-2023,28,Overdue,Wayfair,Delivered,CIF,2023,Q2,4,April,15,Y,143
1501,19-11-2022,P016,M02,C0020,57,16,2,15.68,893.76,22.7,20288.35,291.2,16598.4,3689.95,18.19,30,19-12-2022,26-12-2022,7,Paid Late,Amazon,Delivered,CIF,2022,Q4,11,November,46,Y,24
1502,04-10-2024,P006,M03,C0102,50,16,0,16,800,105.2,84160,291.2,14560,69600,82.7,30,03-11-2024,11-11-2024,8,Paid Late,Etsy,Delivered,CIF,2024,Q4,10,October,40,Y,0
1503,07-08-2022,P007,M03,C0136,50,12,3,11.64,582,105.2,61226.4,201.6,10080,51146.4,83.54,45,21-09-2022,26-09-2022,5,Paid Late,Etsy,Delivered,FOB,2022,Q3,8,August,31,Y,52
1504,15-01-2024,P033,M08,C0007,72,24,15,20.4,1468.8,89.7,131751.36,470.4,33868.8,97882.56,74.29,30,14-02-2024,24-03-2024,39,Overdue,Distributor,Delivered,FOB,2024,Q1,1,January,3,N,105
1505,25-10-2024,P021,M02,C0156,50,18,10,16.2,810,22.7,18387,358.4,17920,467,2.54,45,09-12-2024,07-12-2024,-2,Paid On Time,Wayfair,Cancelled,CIF,2024,Q4,10,October,43,Y,92
1506,30-08-2023,P004,M04,C0129,159,18,3,17.46,2776.14,61.8,171565.45,358.4,56985.6,114579.85,66.78,30,29-09-2023,24-09-2023,-5,Paid On Time,Noon,Delivered,FOB,2023,Q3,8,August,35,Y,141
1507,04-09-2024,P037,M01,C0042,50,12,0,12,600,83.5,50100,201.6,10080,40020,79.88,15,19-09-2024,18-09-2024,-1,Paid On Time,Etsy,Shipped,FOB,2024,Q3,9,September,36,Y,69
1508,28-05-2022,P024,M06,C0284,323,32,3,31.04,10025.92,61.2,613586.3,627.2,202585.6,411000.7,66.98,90,26-08-2022,22-08-2022,-4,Paid On Time,Direct B2B,Returned,FOB,2022,Q2,5,May,21,Y,125
1509,10-07-2023,P032,M02,C0200,117,33,0,33,3861,22.7,87644.7,649.6,76003.2,11641.5,13.28,30,09-08-2023,02-09-2023,24,Overdue,Amazon,Delivered,CIF,2023,Q3,7,July,28,N,118
1510,26-05-2023,P007,M10,C0156,50,12,0,12,600,89.7,53820,201.6,10080,43740,81.27,45,10-07-2023,17-07-2023,7,Paid Late,Direct B2B,Delivered,FOB,2023,Q2,5,May,21,Y,103
1511,08-01-2022,P024,M01,C0053,70,32,2,31.36,2195.2,83.5,183299.2,627.2,43904,139395.2,76.05,45,22-02-2022,22-02-2022,0,Paid On Time,Direct B2B,Delivered,CIF,2022,Q1,1,January,1,Y,104
1512,09-05-2023,P028,M09,C0019,108,24,5,22.8,2462.4,22.3,54911.52,470.4,50803.2,4108.32,7.48,30,08-06-2023,11-06-2023,3,Paid Late,Amazon,Delivered,FOB,2023,Q2,5,May,19,N,125
1513,05-02-2023,P008,M12,C0011,66,14,0,14,924,18.8,17371.2,246.4,16262.4,1108.8,6.38,30,07-03-2023,26-03-2023,19,Overdue,Amazon,Delivered,CIF,2023,Q1,2,February,5,Y,14
1514,04-01-2024,P006,M11,C0140,50,16,5,15.2,760,50.2,38152,291.2,14560,23592,61.84,30,03-02-2024,02-03-2024,28,Overdue,Etsy,Delivered,FOB,2024,Q1,1,January,1,Y,92
1515,07-11-2024,P006,M09,C0063,63,16,3,15.52,977.76,22.3,21804.05,291.2,18345.6,3458.45,15.86,45,22-12-2024,17-01-2025,26,Pending,Wayfair,Delivered,FOB,2024,Q4,11,November,45,Y,34
1516,08-04-2022,P039,M01,C0277,110,46,0,46,5060,83.5,422510,918.4,101024,321486,76.09,30,08-05-2022,10-06-2022,33,Overdue,Trade Fair,Shipped,CIF,2022,Q2,4,April,14,N,105
1517,27-12-2022,P007,M18,C0207,129,12,0,12,1548,7.8,12074.4,201.6,26006.4,-13932,0,45,10-02-2023,10-03-2023,28,Overdue,Distributor,Delivered,FOB,2022,Q4,12,December,52,N,5
1518,10-05-2023,P031,M04,C0220,95,21,2,20.58,1955.1,61.8,120825.18,403.2,38304,82521.18,68.3,45,24-06-2023,25-06-2023,1,Paid Late,Amazon,Delivered,FOB,2023,Q2,5,May,19,N,25
1519,24-05-2023,P015,M01,C0005,95,17,0,17,1615,83.5,134852.5,324.8,30856,103996.5,77.12,15,08-06-2023,08-06-2023,0,Paid On Time,Direct B2B,Returned,FOB,2023,Q2,5,May,21,N,173
1520,06-05-2024,P040,M15,C0160,50,68,5,64.6,3230,89.7,289731,1344,67200,222531,76.81,30,05-06-2024,11-06-2024,6,Paid Late,Amazon,Delivered,FOB,2024,Q2,5,May,19,Y,34
1521,09-05-2023,P040,M17,C0012,67,68,5,64.6,4328.2,271.5,1175106.3,1344,90048,1085058.3,92,45,23-06-2023,10-07-2023,17,Overdue,Direct B2B,Processing,DDP,2023,Q2,5,May,19,Y,62
1522,26-01-2022,P008,M17,C0167,50,14,7,13.02,651,271.5,176746.5,246.4,12320,164426.5,92,30,25-02-2022,26-02-2022,1,Paid Late,Amazon,Delivered,FOB,2022,Q1,1,January,4,Y,92
1523,14-02-2024,P001,M12,C0290,50,15,0,15,750,18.8,14100,313.6,15680,-1580,0,30,15-03-2024,13-03-2024,-2,Paid On Time,Wayfair,Delivered,FOB,2024,Q1,2,February,7,N,83
1524,13-09-2024,P028,M02,C0209,57,24,15,20.4,1162.8,22.7,26395.56,470.4,26812.8,-417.24,0,30,13-10-2024,10-10-2024,-3,Paid On Time,Trade Fair,Shipped,FOB,2024,Q3,9,September,37,N,81
1525,02-08-2023,P034,M16,C0107,73,18,0,18,1314,89.7,117865.8,358.4,26163.2,91702.6,77.8,30,01-09-2023,08-09-2023,7,Paid Late,Etsy,Delivered,FOB,2023,Q3,8,August,31,Y,112
1526,15-10-2023,P040,M09,C0230,50,68,7,63.24,3162,22.3,70512.6,1344,67200,3312.6,4.7,30,14-11-2023,13-12-2023,29,Overdue,Amazon,Delivered,DDP,2023,Q4,10,October,41,Y,98
1527,12-07-2022,P020,M02,C0063,131,22,3,21.34,2795.54,22.7,63458.76,425.6,55753.6,7705.16,12.14,45,26-08-2022,25-09-2022,30,Overdue,Wayfair,Returned,FOB,2022,Q3,7,July,28,Y,11
1528,16-09-2022,P023,M04,C0052,50,27,2,26.46,1323,61.8,81761.4,537.6,26880,54881.4,67.12,30,16-10-2022,18-11-2022,33,Overdue,Direct B2B,Cancelled,FOB,2022,Q3,9,September,37,Y,173
1529,02-10-2022,P024,M01,C0114,56,32,0,32,1792,83.5,149632,627.2,35123.2,114508.8,76.53,60,01-12-2022,20-12-2022,19,Overdue,Amazon,Processing,FOB,2022,Q4,10,October,39,N,9
1530,23-04-2023,P019,M02,C0235,76,25,10,22.5,1710,22.7,38817,492.8,37452.8,1364.2,3.51,45,07-06-2023,26-06-2023,19,Overdue,Etsy,Delivered,FOB,2023,Q2,4,April,16,Y,148
1531,29-10-2024,P027,M04,C0258,124,35,5,33.25,4123,61.8,254801.4,694.4,86105.6,168695.8,66.21,90,27-01-2025,07-02-2025,11,Paid Late,Etsy,Delivered,FOB,2024,Q4,10,October,44,N,37
1532,11-08-2023,P026,M06,C0086,50,56,2,54.88,2744,61.2,167932.8,1097.6,54880,113052.8,67.32,45,25-09-2023,30-10-2023,35,Overdue,Wayfair,Delivered,FOB,2023,Q3,8,August,32,Y,13
1533,15-08-2022,P015,M02,C0259,137,17,5,16.15,2212.55,22.7,50224.88,324.8,44497.6,5727.28,11.4,15,30-08-2022,26-08-2022,-4,Paid On Time,Direct B2B,Delivered,CIF,2022,Q3,8,August,33,Y,23
1534,03-11-2022,P036,M02,C0097,127,22,12,19.36,2458.72,22.7,55812.94,425.6,54051.2,1761.74,3.16,45,18-12-2022,04-01-2023,17,Overdue,Amazon,Delivered,CIF,2022,Q4,11,November,44,N,128
1535,23-02-2023,P004,M18,C0199,50,18,0,18,900,7.8,7020,358.4,17920,-10900,0,60,24-04-2023,08-05-2023,14,Paid Late,Amazon,Delivered,FOB,2023,Q1,2,February,8,Y,60
1536,25-11-2023,P010,M12,C0146,50,38,5,36.1,1805,18.8,33934,761.6,38080,-4146,0,30,25-12-2023,15-01-2024,21,Overdue,Amazon,Processing,DDP,2023,Q4,11,November,47,Y,137
1537,05-05-2023,P031,M01,C0067,105,21,0,21,2205,83.5,184117.5,403.2,42336,141781.5,77.01,60,04-07-2023,10-07-2023,6,Paid Late,Wayfair,Delivered,DDP,2023,Q2,5,May,18,N,51
1538,05-03-2023,P011,M01,C0220,151,48,12,42.24,6378.24,83.5,532583.04,1030.4,155590.4,376992.64,70.79,45,19-04-2023,09-05-2023,20,Overdue,Direct B2B,Delivered,FOB,2023,Q1,3,March,9,Y,94
1539,28-09-2023,P009,M13,C0157,50,19,2,18.62,931,4.5,4189.5,380.8,19040,-14850.5,0,45,12-11-2023,09-11-2023,-3,Paid On Time,Distributor,Shipped,FOB,2023,Q3,9,September,39,Y,125
