date,currency_code,currency_pair,rate_to_inr,daily_change_pct,month,year,quarter
2023-06-21,AED,AED/INR,20.7841,0.1764,6,2023,Q2
2023-06-22,AED,AED/INR,20.8227,0.1859,6,2023,Q2
2023-06-23,AED,AED/INR,20.7033,-0.5734,6,2023,Q2
2023-06-24,AED,AED/INR,20.7091,0.0279,6,2023,Q2
2023-06-25,AED,AED/INR,20.68,-0.1405,6,2023,Q2
2023-06-26,AED,AED/INR,20.6329,-0.2276,6,2023,Q2
2023-06-27,AED,AED/INR,20.7165,0.4053,6,2023,Q2
2023-06-28,AED,AED/INR,20.6759,-0.1961,6,2023,Q2
2023-06-29,AED,AED/INR,20.6259,-0.2419,6,2023,Q2
2023-06-30,AED,AED/INR,20.6306,0.0227,6,2023,Q2
2023-07-01,AED,AED/INR,20.673,0.2057,7,2023,Q3
2023-07-02,AED,AED/INR,20.6642,-0.0425,7,2023,Q3
2023-07-03,AED,AED/INR,20.7365,0.3499,7,2023,Q3
2023-07-04,AED,AED/INR,20.7695,0.1593,7,2023,Q3
2023-07-05,AED,AED/INR,20.6338,-0.6535,7,2023,Q3
2023-07-06,AED,AED/INR,20.601,-0.1588,7,2023,Q3
2023-07-07,AED,AED/INR,20.5663,-0.1686,7,2023,Q3
2023-07-08,AED,AED/INR,20.5959,0.1438,7,2023,Q3
2023-07-09,AED,AED/INR,20.4337,-0.7874,7,2023,Q3
2023-07-10,AED,AED/INR,20.59,0.7647,7,2023,Q3
2023-07-11,AED,AED/INR,20.6228,0.1593,7,2023,Q3
2023-07-12,AED,AED/INR,20.632,0.0447,7,2023,Q3
2023-07-13,AED,AED/INR,20.7051,0.3545,7,2023,Q3
2023-07-14,AED,AED/INR,20.8507,0.7031,7,2023,Q3
2023-07-15,AED,AED/INR,20.9052,0.2612,7,2023,Q3
2023-07-16,AED,AED/INR,20.9647,0.2846,7,2023,Q3
2023-07-17,AED,AED/INR,20.9729,0.0392,7,2023,Q3
2023-07-18,AED,AED/INR,20.964,-0.0425,7,2023,Q3
2023-07-19,AED,AED/INR,20.9341,-0.1427,7,2023,Q3
2023-07-20,AED,AED/INR,20.8822,-0.2478,7,2023,Q3
2023-07-21,AED,AED/INR,20.8391,-0.2061,7,2023,Q3
2023-07-22,AED,AED/INR,20.7547,-0.4052,7,2023,Q3
2023-07-23,AED,AED/INR,20.75,-0.0228,7,2023,Q3
2023-07-24,AED,AED/INR,20.6451,-0.5054,7,2023,Q3
2023-07-25,AED,AED/INR,20.6569,0.0573,7,2023,Q3
2023-07-26,AED,AED/INR,20.6547,-0.0109,7,2023,Q3
2023-07-27,AED,AED/INR,20.6638,0.0441,7,2023,Q3
2023-07-28,AED,AED/INR,20.6314,-0.1566,7,2023,Q3
2023-07-29,AED,AED/INR,20.8219,0.9231,7,2023,Q3
2023-07-30,AED,AED/INR,20.9068,0.408,7,2023,Q3
2023-07-31,AED,AED/INR,20.8288,-0.3734,7,2023,Q3
2023-08-01,AED,AED/INR,20.8433,0.0699,8,2023,Q3
2023-08-02,AED,AED/INR,20.8053,-0.1824,8,2023,Q3
2023-08-03,AED,AED/INR,20.742,-0.3043,8,2023,Q3
2023-08-04,AED,AED/INR,20.6586,-0.402,8,2023,Q3
2023-08-05,AED,AED/INR,20.6854,0.1297,8,2023,Q3
2023-08-06,AED,AED/INR,20.6431,-0.2044,8,2023,Q3
2023-08-07,AED,AED/INR,20.703,0.2903,8,2023,Q3
2023-08-08,AED,AED/INR,20.7648,0.2981,8,2023,Q3
2023-08-09,AED,AED/INR,20.8503,0.4122,8,2023,Q3
2023-08-10,AED,AED/INR,20.797,-0.2557,8,2023,Q3
2023-08-11,AED,AED/INR,20.8267,0.1426,8,2023,Q3
2023-08-12,AED,AED/INR,20.8662,0.1897,8,2023,Q3
2023-08-13,AED,AED/INR,20.8365,-0.1423,8,2023,Q3
2023-08-14,AED,AED/INR,20.7883,-0.2315,8,2023,Q3
2023-08-15,AED,AED/INR,20.8886,0.4829,8,2023,Q3
2023-08-16,AED,AED/INR,20.9029,0.0682,8,2023,Q3
2023-08-17,AED,AED/INR,20.9428,0.1908,8,2023,Q3
2023-08-18,AED,AED/INR,20.8911,-0.2466,8,2023,Q3
2023-08-19,AED,AED/INR,20.8147,-0.3658,8,2023,Q3
2023-08-20,AED,AED/INR,20.7792,-0.1708,8,2023,Q3
2023-08-21,AED,AED/INR,20.7714,-0.0372,8,2023,Q3
2023-08-22,AED,AED/INR,20.7051,-0.3193,8,2023,Q3
2023-08-23,AED,AED/INR,20.7045,-0.003,8,2023,Q3
2023-08-24,AED,AED/INR,20.5996,-0.5066,8,2023,Q3
2023-08-25,AED,AED/INR,20.5304,-0.336,8,2023,Q3
2023-08-26,AED,AED/INR,20.5717,0.2013,8,2023,Q3
2023-08-27,AED,AED/INR,20.609,0.1811,8,2023,Q3
2023-08-28,AED,AED/INR,20.5848,-0.1176,8,2023,Q3
2023-08-29,AED,AED/INR,20.5219,-0.3053,8,2023,Q3
2023-08-30,AED,AED/INR,20.4587,-0.3082,8,2023,Q3
2023-08-31,AED,AED/INR,20.4357,-0.112,8,2023,Q3
2023-09-01,AED,AED/INR,20.4753,0.1934,9,2023,Q3
2023-09-02,AED,AED/INR,20.5323,0.2785,9,2023,Q3
2023-09-03,AED,AED/INR,20.5017,-0.149,9,2023,Q3
2023-09-04,AED,AED/INR,20.4307,-0.346,9,2023,Q3
2023-09-05,AED,AED/INR,20.4472,0.0804,9,2023,Q3
2023-09-06,AED,AED/INR,20.3966,-0.2471,9,2023,Q3
2023-09-07,AED,AED/INR,20.3649,-0.1555,9,2023,Q3
2023-09-08,AED,AED/INR,20.4459,0.3976,9,2023,Q3
2023-09-09,AED,AED/INR,20.4966,0.2481,9,2023,Q3
2023-09-10,AED,AED/INR,20.5063,0.0474,9,2023,Q3
2023-09-11,AED,AED/INR,20.4281,-0.3816,9,2023,Q3
2023-09-12,AED,AED/INR,20.4411,0.0634,9,2023,Q3
2023-09-13,AED,AED/INR,20.5062,0.3188,9,2023,Q3
2023-09-14,AED,AED/INR,20.4831,-0.1127,9,2023,Q3
2023-09-15,AED,AED/INR,20.5661,0.4053,9,2023,Q3
2023-09-16,AED,AED/INR,20.6459,0.3878,9,2023,Q3
2023-09-17,AED,AED/INR,20.7489,0.4991,9,2023,Q3
2023-09-18,AED,AED/INR,20.7679,0.0916,9,2023,Q3
2023-09-19,AED,AED/INR,20.8045,0.1762,9,2023,Q3
2023-09-20,AED,AED/INR,20.8928,0.4243,9,2023,Q3
2023-09-21,AED,AED/INR,20.9209,0.1342,9,2023,Q3
2023-09-22,AED,AED/INR,20.8894,-0.1504,9,2023,Q3
2023-09-23,AED,AED/INR,20.8613,-0.1346,9,2023,Q3
2023-09-24,AED,AED/INR,20.8762,0.0716,9,2023,Q3
2023-09-25,AED,AED/INR,20.7954,-0.3872,9,2023,Q3
2023-09-26,AED,AED/INR,20.7865,-0.043,9,2023,Q3
2023-09-27,AED,AED/INR,20.8548,0.329,9,2023,Q3
2023-09-28,AED,AED/INR,20.7177,-0.6574,9,2023,Q3
2023-09-29,AED,AED/INR,20.8131,0.4603,9,2023,Q3
2023-09-30,AED,AED/INR,20.8832,0.3367,9,2023,Q3
2023-10-01,AED,AED/INR,20.8544,-0.1379,10,2023,Q4
2023-10-02,AED,AED/INR,20.8884,0.163,10,2023,Q4
2023-10-03,AED,AED/INR,20.8886,0.0009,10,2023,Q4
2023-10-04,AED,AED/INR,20.9657,0.369,10,2023,Q4
2023-10-05,AED,AED/INR,21.0275,0.2948,10,2023,Q4
2023-10-06,AED,AED/INR,20.9391,-0.42,10,2023,Q4
2023-10-07,AED,AED/INR,20.976,0.1762,10,2023,Q4
2023-10-08,AED,AED/INR,20.9631,-0.0617,10,2023,Q4
2023-10-09,AED,AED/INR,20.9683,0.0248,10,2023,Q4
2023-10-10,AED,AED/INR,20.9225,-0.2185,10,2023,Q4
2023-10-11,AED,AED/INR,21.0322,0.5244,10,2023,Q4
2023-10-12,AED,AED/INR,21.0978,0.312,10,2023,Q4
2023-10-13,AED,AED/INR,21.051,-0.2219,10,2023,Q4
2023-10-14,AED,AED/INR,20.9667,-0.4004,10,2023,Q4
2023-10-15,AED,AED/INR,20.9425,-0.1157,10,2023,Q4
2023-10-16,AED,AED/INR,20.9698,0.1304,10,2023,Q4
2023-10-17,AED,AED/INR,20.9849,0.0721,10,2023,Q4
2023-10-18,AED,AED/INR,21.0638,0.3759,10,2023,Q4
2023-10-19,AED,AED/INR,21.1137,0.237,10,2023,Q4
2023-10-20,AED,AED/INR,21.1751,0.2909,10,2023,Q4
2023-10-21,AED,AED/INR,21.1959,0.0981,10,2023,Q4
2023-10-22,AED,AED/INR,21.1075,-0.4168,10,2023,Q4
2023-10-23,AED,AED/INR,21.0951,-0.0587,10,2023,Q4
2023-10-24,AED,AED/INR,21.1622,0.318,10,2023,Q4
2023-10-25,AED,AED/INR,21.159,-0.0155,10,2023,Q4
2023-10-26,AED,AED/INR,21.1909,0.1509,10,2023,Q4
2023-10-27,AED,AED/INR,21.1706,-0.0956,10,2023,Q4
2023-10-28,AED,AED/INR,21.1052,-0.3089,10,2023,Q4
2023-10-29,AED,AED/INR,21.0974,-0.037,10,2023,Q4
2023-10-30,AED,AED/INR,21.117,0.0927,10,2023,Q4
2023-10-31,AED,AED/INR,21.0754,-0.1967,10,2023,Q4
2023-11-01,AED,AED/INR,21.0605,-0.0707,11,2023,Q4
2023-11-02,AED,AED/INR,21.0012,-0.2818,11,2023,Q4
2023-11-03,AED,AED/INR,21.0717,0.3358,11,2023,Q4
2023-11-04,AED,AED/INR,21.0531,-0.0883,11,2023,Q4
2023-11-05,AED,AED/INR,21.1448,0.4358,11,2023,Q4
2023-11-06,AED,AED/INR,21.2418,0.4586,11,2023,Q4
2023-11-07,AED,AED/INR,21.2366,-0.0243,11,2023,Q4
2023-11-08,AED,AED/INR,21.1724,-0.3025,11,2023,Q4
2023-11-09,AED,AED/INR,21.0399,-0.6258,11,2023,Q4
2023-11-10,AED,AED/INR,20.947,-0.4416,11,2023,Q4
2023-11-11,AED,AED/INR,20.8607,-0.4122,11,2023,Q4
2023-11-12,AED,AED/INR,20.9469,0.4135,11,2023,Q4
2023-11-13,AED,AED/INR,20.9542,0.0347,11,2023,Q4
2023-11-14,AED,AED/INR,20.9787,0.1169,11,2023,Q4
2023-11-15,AED,AED/INR,20.839,-0.6661,11,2023,Q4
2023-11-16,AED,AED/INR,20.7641,-0.3594,11,2023,Q4
2023-11-17,AED,AED/INR,20.8193,0.2661,11,2023,Q4
2023-11-18,AED,AED/INR,20.8372,0.086,11,2023,Q4
2023-11-19,AED,AED/INR,20.828,-0.0442,11,2023,Q4
2023-11-20,AED,AED/INR,20.8633,0.1695,11,2023,Q4
2023-11-21,AED,AED/INR,20.9657,0.4907,11,2023,Q4
2023-11-22,AED,AED/INR,20.9518,-0.0663,11,2023,Q4
2023-11-23,AED,AED/INR,20.9562,0.0208,11,2023,Q4
2023-11-24,AED,AED/INR,20.9683,0.0578,11,2023,Q4
2023-11-25,AED,AED/INR,21.1187,0.7176,11,2023,Q4
2023-11-26,AED,AED/INR,20.9857,-0.6298,11,2023,Q4
2023-11-27,AED,AED/INR,21.0288,0.205,11,2023,Q4
2023-11-28,AED,AED/INR,21.0215,-0.0344,11,2023,Q4
2023-11-29,AED,AED/INR,21.0573,0.17,11,2023,Q4
2023-11-30,AED,AED/INR,21.0157,-0.1972,11,2023,Q4
2023-12-01,AED,AED/INR,21.0126,-0.0147,12,2023,Q4
2023-12-02,AED,AED/INR,21.0575,0.2134,12,2023,Q4
2023-12-03,AED,AED/INR,21.2541,0.9339,12,2023,Q4
2023-12-04,AED,AED/INR,21.3057,0.2424,12,2023,Q4
2023-12-05,AED,AED/INR,21.2515,-0.2544,12,2023,Q4
2023-12-06,AED,AED/INR,21.2244,-0.1271,12,2023,Q4
2023-12-07,AED,AED/INR,21.1956,-0.136,12,2023,Q4
2023-12-08,AED,AED/INR,21.0814,-0.5387,12,2023,Q4
2023-12-09,AED,AED/INR,21.0605,-0.099,12,2023,Q4
2023-12-10,AED,AED/INR,21.1068,0.2198,12,2023,Q4
2023-12-11,AED,AED/INR,21.0261,-0.3823,12,2023,Q4
2023-12-12,AED,AED/INR,21.0923,0.3145,12,2023,Q4
2023-12-13,AED,AED/INR,21.1231,0.1463,12,2023,Q4
2023-12-14,AED,AED/INR,21.0766,-0.2203,12,2023,Q4
2023-12-15,AED,AED/INR,21.0676,-0.0425,12,2023,Q4
2023-12-16,AED,AED/INR,21.1687,0.4795,12,2023,Q4
2023-12-17,AED,AED/INR,21.2153,0.2201,12,2023,Q4
2023-12-18,AED,AED/INR,21.2158,0.0026,12,2023,Q4
2023-12-19,AED,AED/INR,21.2007,-0.0713,12,2023,Q4
2023-12-20,AED,AED/INR,21.2056,0.023,12,2023,Q4
2023-12-21,AED,AED/INR,21.173,-0.1535,12,2023,Q4
2023-12-22,AED,AED/INR,21.0393,-0.6314,12,2023,Q4
2023-12-23,AED,AED/INR,21.1682,0.6127,12,2023,Q4
2023-12-24,AED,AED/INR,21.1781,0.0466,12,2023,Q4
2023-12-25,AED,AED/INR,21.2034,0.1194,12,2023,Q4
2023-12-26,AED,AED/INR,21.1997,-0.0174,12,2023,Q4
2023-12-27,AED,AED/INR,21.1529,-0.2205,12,2023,Q4
2023-12-28,AED,AED/INR,21.1411,-0.0558,12,2023,Q4
2023-12-29,AED,AED/INR,21.0397,-0.4798,12,2023,Q4
2023-12-30,AED,AED/INR,21.1834,0.6831,12,2023,Q4
2023-12-31,AED,AED/INR,21.105,-0.3704,12,2023,Q4
2024-01-01,AED,AED/INR,21.0396,-0.3096,1,2024,Q1
2024-01-02,AED,AED/INR,21.0118,-0.1321,1,2024,Q1
2024-01-03,AED,AED/INR,21.093,0.3864,1,2024,Q1
2024-01-04,AED,AED/INR,21.094,0.0044,1,2024,Q1
2024-01-05,AED,AED/INR,21.0157,-0.3708,1,2024,Q1
2024-01-06,AED,AED/INR,21.0948,0.3763,1,2024,Q1
2024-01-07,AED,AED/INR,21.1411,0.2193,1,2024,Q1
2024-01-08,AED,AED/INR,21.1752,0.1615,1,2024,Q1
2024-01-09,AED,AED/INR,21.2207,0.2147,1,2024,Q1
2024-01-10,AED,AED/INR,21.3731,0.7183,1,2024,Q1
2024-01-11,AED,AED/INR,21.5132,0.6555,1,2024,Q1
2024-01-12,AED,AED/INR,21.4689,-0.206,1,2024,Q1
2024-01-13,AED,AED/INR,21.5735,0.4872,1,2024,Q1
2024-01-14,AED,AED/INR,21.5983,0.115,1,2024,Q1
2024-01-15,AED,AED/INR,21.6306,0.1497,1,2024,Q1
2024-01-16,AED,AED/INR,21.5208,-0.5077,1,2024,Q1
2024-01-17,AED,AED/INR,21.5098,-0.0511,1,2024,Q1
2024-01-18,AED,AED/INR,21.4574,-0.2438,1,2024,Q1
2024-01-19,AED,AED/INR,21.5107,0.2484,1,2024,Q1
2024-01-20,AED,AED/INR,21.5798,0.3213,1,2024,Q1
2024-01-21,AED,AED/INR,21.4455,-0.6223,1,2024,Q1
2024-01-22,AED,AED/INR,21.4441,-0.0066,1,2024,Q1
2024-01-23,AED,AED/INR,21.5162,0.3366,1,2024,Q1
2024-01-24,AED,AED/INR,21.5042,-0.056,1,2024,Q1
2024-01-25,AED,AED/INR,21.5512,0.2187,1,2024,Q1
2024-01-26,AED,AED/INR,21.5739,0.1053,1,2024,Q1
2024-01-27,AED,AED/INR,21.596,0.1025,1,2024,Q1
2024-01-28,AED,AED/INR,21.5785,-0.0814,1,2024,Q1
2024-01-29,AED,AED/INR,21.4997,-0.365,1,2024,Q1
2024-01-30,AED,AED/INR,21.4274,-0.3365,1,2024,Q1
2024-01-31,AED,AED/INR,21.473,0.2128,1,2024,Q1
2024-02-01,AED,AED/INR,21.4742,0.0058,2,2024,Q1
2024-02-02,AED,AED/INR,21.4653,-0.0416,2,2024,Q1
2024-02-03,AED,AED/INR,21.438,-0.1272,2,2024,Q1
2024-02-04,AED,AED/INR,21.4184,-0.0916,2,2024,Q1
2024-02-05,AED,AED/INR,21.4856,0.3141,2,2024,Q1
2024-02-06,AED,AED/INR,21.464,-0.1006,2,2024,Q1
2024-02-07,AED,AED/INR,21.3777,-0.4023,2,2024,Q1
2024-02-08,AED,AED/INR,21.4254,0.2231,2,2024,Q1
2024-02-09,AED,AED/INR,21.4122,-0.0615,2,2024,Q1
2024-02-10,AED,AED/INR,21.4142,0.0094,2,2024,Q1
2024-02-11,AED,AED/INR,21.5175,0.4823,2,2024,Q1
2024-02-12,AED,AED/INR,21.5162,-0.0062,2,2024,Q1
2024-02-13,AED,AED/INR,21.5348,0.0868,2,2024,Q1
2024-02-14,AED,AED/INR,21.4587,-0.3537,2,2024,Q1
2024-02-15,AED,AED/INR,21.4445,-0.0659,2,2024,Q1
2024-02-16,AED,AED/INR,21.4837,0.1829,2,2024,Q1
2024-02-17,AED,AED/INR,21.3835,-0.4666,2,2024,Q1
2024-02-18,AED,AED/INR,21.3964,0.0603,2,2024,Q1
2024-02-19,AED,AED/INR,21.4029,0.0302,2,2024,Q1
2024-02-20,AED,AED/INR,21.4055,0.0124,2,2024,Q1
2024-02-21,AED,AED/INR,21.4721,0.3111,2,2024,Q1
2024-02-22,AED,AED/INR,21.4936,0.1003,2,2024,Q1
2024-02-23,AED,AED/INR,21.589,0.4434,2,2024,Q1
2024-02-24,AED,AED/INR,21.5246,-0.2981,2,2024,Q1
2024-02-25,AED,AED/INR,21.5334,0.0408,2,2024,Q1
2024-02-26,AED,AED/INR,21.5388,0.0253,2,2024,Q1
2024-02-27,AED,AED/INR,21.4697,-0.3208,2,2024,Q1
2024-02-28,AED,AED/INR,21.5313,0.2869,2,2024,Q1
2024-02-29,AED,AED/INR,21.6815,0.6974,2,2024,Q1
2024-03-01,AED,AED/INR,21.6804,-0.0051,3,2024,Q1
2024-03-02,AED,AED/INR,21.7132,0.1515,3,2024,Q1
2024-03-03,AED,AED/INR,21.7187,0.0254,3,2024,Q1
2024-03-04,AED,AED/INR,21.6723,-0.2141,3,2024,Q1
2024-03-05,AED,AED/INR,21.5539,-0.5462,3,2024,Q1
2024-03-06,AED,AED/INR,21.5082,-0.2117,3,2024,Q1
2024-03-07,AED,AED/INR,21.4184,-0.4176,3,2024,Q1
2024-03-08,AED,AED/INR,21.5279,0.5112,3,2024,Q1
2024-03-09,AED,AED/INR,21.5205,-0.0345,3,2024,Q1
2024-03-10,AED,AED/INR,21.4981,-0.1038,3,2024,Q1
2024-03-11,AED,AED/INR,21.5555,0.2667,3,2024,Q1
2024-03-12,AED,AED/INR,21.483,-0.3365,3,2024,Q1
2024-03-13,AED,AED/INR,21.4335,-0.2301,3,2024,Q1
2024-03-14,AED,AED/INR,21.4379,0.0204,3,2024,Q1
2024-03-15,AED,AED/INR,21.5041,0.3086,3,2024,Q1
2024-03-16,AED,AED/INR,21.5364,0.1505,3,2024,Q1
2024-03-17,AED,AED/INR,21.5525,0.0745,3,2024,Q1
2024-03-18,AED,AED/INR,21.5575,0.0234,3,2024,Q1
2024-03-19,AED,AED/INR,21.5834,0.1201,3,2024,Q1
2024-03-20,AED,AED/INR,21.5965,0.0605,3,2024,Q1
2024-03-21,AED,AED/INR,21.5297,-0.309,3,2024,Q1
2024-03-22,AED,AED/INR,21.5327,0.0138,3,2024,Q1
2024-03-23,AED,AED/INR,21.4634,-0.3221,3,2024,Q1
2024-03-24,AED,AED/INR,21.4686,0.0243,3,2024,Q1
2024-03-25,AED,AED/INR,21.4376,-0.1442,3,2024,Q1
2024-03-26,AED,AED/INR,21.6009,0.7618,3,2024,Q1
2024-03-27,AED,AED/INR,21.5984,-0.012,3,2024,Q1
2024-03-28,AED,AED/INR,21.5074,-0.4213,3,2024,Q1
2024-03-29,AED,AED/INR,21.4987,-0.0403,3,2024,Q1
2024-03-30,AED,AED/INR,21.5322,0.1558,3,2024,Q1
2024-03-31,AED,AED/INR,21.6403,0.502,3,2024,Q1
2024-04-01,AED,AED/INR,21.602,-0.1768,4,2024,Q2
2024-04-02,AED,AED/INR,21.4995,-0.4747,4,2024,Q2
2024-04-03,AED,AED/INR,21.5522,0.2451,4,2024,Q2
2024-04-04,AED,AED/INR,21.4629,-0.4142,4,2024,Q2
2024-04-05,AED,AED/INR,21.4348,-0.1308,4,2024,Q2
2024-04-06,AED,AED/INR,21.4183,-0.0773,4,2024,Q2
2024-04-07,AED,AED/INR,21.4138,-0.0209,4,2024,Q2
2024-04-08,AED,AED/INR,21.4581,0.2067,4,2024,Q2
2024-04-09,AED,AED/INR,21.414,-0.2051,4,2024,Q2
2024-04-10,AED,AED/INR,21.3965,-0.0821,4,2024,Q2
2024-04-11,AED,AED/INR,21.3955,-0.0043,4,2024,Q2
2024-04-12,AED,AED/INR,21.4051,0.0449,4,2024,Q2
2024-04-13,AED,AED/INR,21.4114,0.0293,4,2024,Q2
2024-04-14,AED,AED/INR,21.4394,0.1308,4,2024,Q2
2024-04-15,AED,AED/INR,21.4937,0.2532,4,2024,Q2
2024-04-16,AED,AED/INR,21.519,0.1178,4,2024,Q2
2024-04-17,AED,AED/INR,21.5483,0.1361,4,2024,Q2
2024-04-18,AED,AED/INR,21.446,-0.4747,4,2024,Q2
2024-04-19,AED,AED/INR,21.4493,0.0151,4,2024,Q2
2024-04-20,AED,AED/INR,21.4801,0.1439,4,2024,Q2
2024-04-21,AED,AED/INR,21.5271,0.2187,4,2024,Q2
2024-04-22,AED,AED/INR,21.4824,-0.2077,4,2024,Q2
2024-04-23,AED,AED/INR,21.4399,-0.1977,4,2024,Q2
2024-04-24,AED,AED/INR,21.403,-0.1722,4,2024,Q2
2024-04-25,AED,AED/INR,21.4374,0.1609,4,2024,Q2
2024-04-26,AED,AED/INR,21.5039,0.3102,4,2024,Q2
2024-04-27,AED,AED/INR,21.4776,-0.1222,4,2024,Q2
2024-04-28,AED,AED/INR,21.5361,0.2724,4,2024,Q2
2024-04-29,AED,AED/INR,21.5441,0.037,4,2024,Q2
2024-04-30,AED,AED/INR,21.5361,-0.0373,4,2024,Q2
2024-05-01,AED,AED/INR,21.5224,-0.0634,5,2024,Q2
2024-05-02,AED,AED/INR,21.5706,0.224,5,2024,Q2
2024-05-03,AED,AED/INR,21.5917,0.0977,5,2024,Q2
2024-05-04,AED,AED/INR,21.7391,0.6827,5,2024,Q2
2024-05-05,AED,AED/INR,21.6835,-0.2557,5,2024,Q2
2024-05-06,AED,AED/INR,21.7172,0.1554,5,2024,Q2
2024-05-07,AED,AED/INR,21.6827,-0.1588,5,2024,Q2
2024-05-08,AED,AED/INR,21.6262,-0.2608,5,2024,Q2
2024-05-09,AED,AED/INR,21.6255,-0.0033,5,2024,Q2
2024-05-10,AED,AED/INR,21.6344,0.0412,5,2024,Q2
2024-05-11,AED,AED/INR,21.8238,0.8755,5,2024,Q2
2024-05-12,AED,AED/INR,21.8117,-0.0552,5,2024,Q2
2024-05-13,AED,AED/INR,21.7378,-0.3391,5,2024,Q2
2024-05-14,AED,AED/INR,21.7556,0.0819,5,2024,Q2
2024-05-15,AED,AED/INR,21.6202,-0.6224,5,2024,Q2
2024-05-16,AED,AED/INR,21.6142,-0.0276,5,2024,Q2
2024-05-17,AED,AED/INR,21.6153,0.0048,5,2024,Q2
2024-05-18,AED,AED/INR,21.6668,0.2384,5,2024,Q2
2024-05-19,AED,AED/INR,21.7301,0.2921,5,2024,Q2
2024-05-20,AED,AED/INR,21.6973,-0.1511,5,2024,Q2
2024-05-21,AED,AED/INR,21.6874,-0.0452,5,2024,Q2
2024-05-22,AED,AED/INR,21.6376,-0.2298,5,2024,Q2
2024-05-23,AED,AED/INR,21.5644,-0.3384,5,2024,Q2
2024-05-24,AED,AED/INR,21.5844,0.093,5,2024,Q2
2024-05-25,AED,AED/INR,21.502,-0.3821,5,2024,Q2
2024-05-26,AED,AED/INR,21.4752,-0.1244,5,2024,Q2
2024-05-27,AED,AED/INR,21.4111,-0.2986,5,2024,Q2
2024-05-28,AED,AED/INR,21.4464,0.1649,5,2024,Q2
2024-05-29,AED,AED/INR,21.5623,0.5404,5,2024,Q2
2024-05-30,AED,AED/INR,21.4781,-0.3905,5,2024,Q2
2024-05-31,AED,AED/INR,21.3587,-0.5559,5,2024,Q2
2024-06-01,AED,AED/INR,21.3507,-0.0375,6,2024,Q2
2024-06-02,AED,AED/INR,21.3517,0.0047,6,2024,Q2
2024-06-03,AED,AED/INR,21.3657,0.0656,6,2024,Q2
2024-06-04,AED,AED/INR,21.3371,-0.1339,6,2024,Q2
2024-06-05,AED,AED/INR,21.3243,-0.0602,6,2024,Q2
2024-06-06,AED,AED/INR,21.3478,0.1103,6,2024,Q2
2024-06-07,AED,AED/INR,21.4144,0.3121,6,2024,Q2
2024-06-08,AED,AED/INR,21.2888,-0.5865,6,2024,Q2
2024-06-09,AED,AED/INR,21.2653,-0.1107,6,2024,Q2
2024-06-10,AED,AED/INR,21.2789,0.0641,6,2024,Q2
2024-06-11,AED,AED/INR,21.2203,-0.2754,6,2024,Q2
2024-06-12,AED,AED/INR,21.3305,0.5194,6,2024,Q2
2024-06-13,AED,AED/INR,21.2898,-0.1906,6,2024,Q2
2024-06-14,AED,AED/INR,21.2872,-0.0124,6,2024,Q2
2024-06-15,AED,AED/INR,21.3227,0.1668,6,2024,Q2
2024-06-16,AED,AED/INR,21.2849,-0.1774,6,2024,Q2
2024-06-17,AED,AED/INR,21.167,-0.554,6,2024,Q2
2024-06-18,AED,AED/INR,21.1398,-0.1286,6,2024,Q2
2024-06-19,AED,AED/INR,21.205,0.3088,6,2024,Q2
2024-06-20,AED,AED/INR,21.1836,-0.1011,6,2024,Q2
2024-06-21,AED,AED/INR,21.1298,-0.2539,6,2024,Q2
2024-06-22,AED,AED/INR,21.1885,0.2777,6,2024,Q2
2024-06-23,AED,AED/INR,21.1675,-0.0992,6,2024,Q2
2024-06-24,AED,AED/INR,21.1351,-0.153,6,2024,Q2
2024-06-25,AED,AED/INR,21.1446,0.0448,6,2024,Q2
2024-06-26,AED,AED/INR,21.1934,0.2312,6,2024,Q2
2024-06-27,AED,AED/INR,21.3449,0.7145,6,2024,Q2
2024-06-28,AED,AED/INR,21.3978,0.2482,6,2024,Q2
2024-06-29,AED,AED/INR,21.4723,0.348,6,2024,Q2
2024-06-30,AED,AED/INR,21.4397,-0.1518,6,2024,Q2
2024-07-01,AED,AED/INR,21.3737,-0.3078,7,2024,Q3
2024-07-02,AED,AED/INR,21.3777,0.0187,7,2024,Q3
2024-07-03,AED,AED/INR,21.3846,0.0322,7,2024,Q3
2024-07-04,AED,AED/INR,21.3154,-0.3236,7,2024,Q3
2024-07-05,AED,AED/INR,21.3042,-0.0526,7,2024,Q3
2024-07-06,AED,AED/INR,21.3297,0.1198,7,2024,Q3
2024-07-07,AED,AED/INR,21.3528,0.1081,7,2024,Q3
2024-07-08,AED,AED/INR,21.3851,0.1513,7,2024,Q3
2024-07-09,AED,AED/INR,21.4037,0.0873,7,2024,Q3
2024-07-10,AED,AED/INR,21.3712,-0.1521,7,2024,Q3
2024-07-11,AED,AED/INR,21.3382,-0.1542,7,2024,Q3
2024-07-12,AED,AED/INR,21.2615,-0.3597,7,2024,Q3
2024-07-13,AED,AED/INR,21.3753,0.5354,7,2024,Q3
2024-07-14,AED,AED/INR,21.3762,0.004,7,2024,Q3
2024-07-15,AED,AED/INR,21.3618,-0.0675,7,2024,Q3
2024-07-16,AED,AED/INR,21.3023,-0.2786,7,2024,Q3
2024-07-17,AED,AED/INR,21.4899,0.8807,7,2024,Q3
2024-07-18,AED,AED/INR,21.4207,-0.322,7,2024,Q3
2024-07-19,AED,AED/INR,21.3931,-0.1287,7,2024,Q3
