country,region,category,product_name,total_shipments,avg_fob_per_unit_usd,avg_freight_per_unit_usd,avg_insurance_per_unit_usd,avg_customs_per_unit_usd,avg_port_per_unit_usd,avg_lastmile_per_unit_usd,avg_demurrage_per_unit_usd,avg_total_lc_per_unit_usd,avg_exporter_margin_per_unit_usd,avg_exporter_margin_pct,avg_lc_fob_ratio,freight_pct_of_lc,customs_pct_of_lc,lastmile_pct_of_lc,total_demurrage_usd,route_efficiency
Malaysia,Asia Pacific,Kitchen,Copper Water Bottle 1L,99,24.1591,0.1575,0.2416,2.4558,1.0087,0.25,0.2872,28.5599,23.76,98.35,1.1827,0.6,8.6,0.9,2816.4,Moderate Cost
USA,North America,Textiles,Block Print Cotton Napkin Set of 6,449,13.4849,0.168,0.1348,0.5515,1.0118,0.35,0.232,15.9331,13.1821,97.75,1.1818,1.1,3.5,2.2,8706.31,Moderate Cost
Saudi Arabia,Middle East,Kitchen,Bamboo Serving Tray Large,122,15.4925,0.24,0.1549,0.8738,1.0099,0.28,0.2538,18.3049,15.0975,97.45,1.1817,1.3,4.8,1.5,2668.17,Moderate Cost
Canada,North America,Decor,Jute Rope Mirror Frame Round,167,24.024,0.408,0.2402,2.0971,0.9977,0.35,0.2644,28.3814,23.3757,97.3,1.1816,1.4,7.4,1.2,3818.26,Moderate Cost
Canada,North America,Decor,Brass Tealight Holder Set of 4,173,21.0768,0.312,0.2108,1.836,0.9534,0.35,0.1607,24.8996,20.554,97.52,1.1813,1.3,7.4,1.4,2418.82,Moderate Cost
Malaysia,Asia Pacific,Rugs,Jute Braided Area Rug 2x3ft,106,28.7802,0.49,0.2878,2.9558,0.955,0.25,0.2782,33.997,28.0024,97.29,1.1813,1.4,8.7,0.7,2604.13,Moderate Cost
UAE,Middle East,Textiles,Block Print Cotton Napkin Set of 6,371,13.4238,0.112,0.1342,0.6835,1.0234,0.28,0.1946,15.8516,13.1775,98.16,1.1811,0.7,4.3,1.8,6404.29,Moderate Cost
Canada,North America,Decor,Macrame Wall Hanging Large,247,25.0253,0.312,0.2503,2.1749,1.0074,0.35,0.4248,29.5446,24.463,97.75,1.1806,1.1,7.4,1.2,8181.06,Moderate Cost
Canada,North America,Decor,Madhubani Art Canvas Print Large,272,21.1693,0.168,0.2117,1.8317,0.9531,0.35,0.3011,24.985,20.7896,98.21,1.1805,0.7,7.3,1.4,7283.45,Moderate Cost
Kuwait,Middle East,Storage,Handwoven Jute Storage Basket Small,57,14.4053,0.192,0.144,0.7371,1.0511,0.28,0.1874,16.997,14.0692,97.66,1.1803,1.1,4.3,1.7,1654.51,Moderate Cost
Kuwait,Middle East,Decor,Handmade Paper Photo Frame Set 3,47,14.483,0.144,0.1448,0.7386,1.0733,0.28,0.2335,17.0972,14.1941,98.0,1.1802,0.8,4.3,1.6,664.48,Moderate Cost
New Zealand,Asia Pacific,Textiles,Block Print Cotton Napkin Set of 6,59,13.3736,0.1225,0.1337,0.6815,1.0035,0.25,0.216,15.7808,13.1173,98.08,1.1799,0.8,4.3,1.6,1131.0,Moderate Cost
USA,North America,Decor,Handmade Paper Photo Frame Set 3,538,14.4454,0.216,0.1445,0.5922,1.0159,0.35,0.2731,17.0372,14.085,97.5,1.1797,1.3,3.5,2.1,12313.94,Moderate Cost
Malaysia,Asia Pacific,Decor,Macrame Wall Hanging Large,115,24.9871,0.2275,0.2499,2.5465,1.061,0.25,0.1459,29.4678,24.5098,98.09,1.1795,0.8,8.6,0.9,1855.87,Moderate Cost
Canada,North America,Rugs,Jute Braided Area Rug 2x3ft,273,28.7846,0.672,0.2878,2.5283,1.0214,0.35,0.2984,33.9426,27.8248,96.66,1.1794,2.0,7.5,1.0,6546.31,Moderate Cost
Malaysia,Asia Pacific,Decor,Jute Rope Mirror Frame Round,89,24.1854,0.2975,0.2418,2.4725,1.0225,0.25,0.0492,28.5188,23.646,97.77,1.1793,1.0,8.7,0.9,410.6,Moderate Cost
UAE,Middle East,Storage,Handwoven Jute Storage Basket Small,344,14.4964,0.192,0.145,0.7417,0.9997,0.28,0.2368,17.0915,14.1594,97.67,1.1791,1.1,4.4,1.6,6721.98,Moderate Cost
UAE,Middle East,Kitchen,Bamboo Serving Tray Large,363,15.3785,0.24,0.1538,0.7886,0.9806,0.28,0.3097,18.1313,14.9847,97.44,1.179,1.3,4.4,1.6,9131.7,Moderate Cost
UAE,Middle East,Decor,Handmade Paper Photo Frame Set 3,346,14.387,0.144,0.1439,0.7338,1.0042,0.28,0.2643,16.9571,14.0991,98.0,1.1788,0.9,4.3,1.7,7918.07,Moderate Cost
USA,North America,Kitchen,Bamboo Cutting Board Set of 3,510,16.3537,0.432,0.1635,0.678,1.0279,0.35,0.2544,19.2595,15.7581,96.35,1.1777,2.3,3.5,1.8,12288.38,Moderate Cost
Canada,North America,Kitchen,Copper Water Bottle 750ml,200,21.1871,0.1824,0.2119,1.8344,0.996,0.35,0.1906,24.9524,20.7928,98.14,1.1776,0.7,7.4,1.4,3064.96,Moderate Cost
Malaysia,Asia Pacific,Rugs,Cotton Dhurrie Rug 3x5ft,113,33.7022,0.56,0.337,3.4599,1.11,0.25,0.271,39.6901,32.8052,97.34,1.1776,1.4,8.7,0.6,1990.34,Moderate Cost
USA,North America,Decor,Hand Painted Wooden Bowl,485,15.3781,0.264,0.1538,0.6318,1.0109,0.35,0.3168,18.1054,14.9604,97.28,1.1775,1.5,3.5,1.9,12404.04,Moderate Cost
Australia,Asia Pacific,Decor,Handmade Paper Photo Frame Set 3,173,14.3671,0.1575,0.1437,0.7334,1.0452,0.25,0.1998,16.8966,14.0658,97.9,1.1763,0.9,4.4,1.5,3836.57,Moderate Cost
Kuwait,Middle East,Decor,Handmade Soy Candle Set of 3,62,15.3961,0.176,0.154,0.7863,1.0609,0.28,0.2564,18.1096,15.0662,97.85,1.1762,1.0,4.4,1.6,1360.64,Moderate Cost
Malaysia,Asia Pacific,Kitchen,Teak Wood Salad Bowl Large,98,31.4005,0.42,0.314,3.2135,1.0013,0.25,0.3006,36.8999,30.6665,97.66,1.1753,1.1,8.7,0.7,2858.14,Moderate Cost
Sweden,Europe,Bath,Bamboo Toothbrush Holder Set,43,11.3833,0.126,0.1138,0.0,1.0487,0.32,0.3838,13.3757,11.1434,97.89,1.1751,1.0,0.0,2.4,1021.31,Moderate Cost
UAE,Middle East,Decor,Hand Painted Wooden Bowl,356,15.3321,0.176,0.1533,0.7831,1.0241,0.28,0.2609,18.0096,15.0028,97.85,1.1748,1.0,4.4,1.6,8131.26,Moderate Cost
Australia,Asia Pacific,Decor,Handmade Soy Candle Set of 3,176,15.4236,0.1925,0.1542,0.7885,1.0786,0.25,0.222,18.1095,15.0769,97.75,1.1743,1.1,4.4,1.4,3391.74,Moderate Cost
Saudi Arabia,Middle East,Decor,Macrame Plant Hanger Set of 3,143,15.3824,0.112,0.1538,0.8607,1.0169,0.28,0.2533,18.0591,15.1166,98.27,1.174,0.6,4.8,1.6,3359.79,Moderate Cost
Canada,North America,Lighting,Rattan Pendant Lamp Shade,157,25.9406,0.384,0.2594,2.2596,1.0117,0.35,0.2337,30.4391,25.2972,97.52,1.1733,1.3,7.4,1.2,2570.42,Moderate Cost
UAE,Middle East,Kitchen,Bamboo Cutting Board Set of 3,322,16.3797,0.288,0.1638,0.8416,1.019,0.28,0.2379,19.2099,15.9279,97.24,1.1732,1.5,4.4,1.5,7781.26,Moderate Cost
Saudi Arabia,Middle East,Garden,Terracotta Planter Set of 3,112,19.3125,0.416,0.1931,1.0957,1.046,0.28,0.3149,22.6582,18.7034,96.84,1.1732,1.8,4.8,1.2,2652.91,Moderate Cost
Canada,North America,Kitchen,Copper Water Bottle 1L,251,24.0687,0.216,0.2407,2.0847,1.0097,0.35,0.2566,28.2264,23.612,98.1,1.1731,0.8,7.4,1.2,5758.04,Moderate Cost
Saudi Arabia,Middle East,Decor,Handmade Soy Candle Set of 3,129,15.3786,0.176,0.1538,0.864,1.0198,0.28,0.163,18.0351,15.0488,97.85,1.1727,1.0,4.8,1.6,1728.79,Moderate Cost
Kuwait,Middle East,Kitchen,Bamboo Cutting Board Set of 3,55,16.3664,0.288,0.1637,0.8409,1.0229,0.28,0.2144,19.1762,15.9147,97.24,1.1725,1.5,4.4,1.5,1284.77,Moderate Cost
New Zealand,Asia Pacific,Decor,Handmade Paper Photo Frame Set 3,63,14.4095,0.1575,0.1441,0.7356,1.0156,0.25,0.1714,16.8837,14.1079,97.9,1.1723,0.9,4.4,1.5,883.83,Moderate Cost
UAE,Middle East,Garden,Terracotta Planter Set of 3,363,19.1532,0.416,0.1915,0.988,1.0026,0.28,0.4133,22.4446,18.5456,96.82,1.1721,1.9,4.4,1.3,11424.09,Moderate Cost
USA,North America,Garden,Terracotta Planter Set of 3,545,19.1864,0.624,0.1919,0.8001,1.0353,0.35,0.295,22.4827,18.3706,95.74,1.172,2.8,3.6,1.6,13852.81,Moderate Cost
Germany,Europe,Textiles,Block Print Cotton Table Runner,175,11.5893,0.1176,0.1159,0.0,1.0574,0.32,0.3729,13.5731,11.3558,97.98,1.1717,0.9,0.0,2.4,5106.04,Moderate Cost
UAE,Middle East,Textiles,Handloom Cotton Throw Pillow Set 2,347,16.3734,0.176,0.1637,0.8357,1.0181,0.28,0.337,19.1839,16.0337,97.92,1.1716,0.9,4.4,1.5,9858.04,Moderate Cost
Australia,Asia Pacific,Decor,Macrame Plant Hanger Set of 3,159,15.4164,0.1225,0.1542,0.7847,1.053,0.25,0.2834,18.0641,15.1397,98.2,1.1716,0.7,4.4,1.4,3495.19,Moderate Cost
Saudi Arabia,Middle East,Storage,Jute Cotton Laundry Basket,138,17.3152,0.24,0.1732,0.9751,0.9992,0.28,0.2834,20.266,16.9021,97.61,1.1707,1.2,4.8,1.4,2704.91,Moderate Cost
Australia,Asia Pacific,Decor,Hand Painted Wooden Bowl,143,15.4674,0.1925,0.1547,0.7907,1.0252,0.25,0.2196,18.1001,15.1203,97.75,1.1704,1.1,4.4,1.4,3448.39,Moderate Cost
USA,North America,Textiles,Handloom Cotton Throw Pillow Set 2,534,16.3381,0.264,0.1634,0.6706,1.0199,0.35,0.3074,19.1135,15.9108,97.38,1.1702,1.4,3.5,1.8,14084.26,Moderate Cost
Canada,North America,Rugs,Cotton Dhurrie Rug 3x5ft,263,33.6612,0.768,0.3366,2.9551,0.9838,0.35,0.3229,39.3777,32.5566,96.71,1.1701,2.0,7.5,0.9,7624.32,Moderate Cost
Saudi Arabia,Middle East,Textiles,Hand Embroidered Cushion Cover Set 2,191,18.2937,0.144,0.1829,1.0241,1.0631,0.28,0.3981,21.3859,17.9668,98.21,1.1698,0.7,4.8,1.3,6091.03,Moderate Cost
USA,North America,Decor,Handmade Soy Candle Set of 3,542,15.3287,0.264,0.1533,0.6298,0.9959,0.35,0.2019,17.9236,14.9114,97.27,1.1696,1.5,3.5,2.0,9132.71,Moderate Cost
Kuwait,Middle East,Kitchen,Bamboo Serving Tray Large,48,15.39,0.24,0.1539,0.7892,1.0067,0.28,0.131,17.9908,14.9961,97.44,1.1693,1.3,4.4,1.6,1019.79,Moderate Cost
New Zealand,Asia Pacific,Decor,Hand Painted Wooden Bowl,51,15.4384,0.1925,0.1544,0.7893,0.9632,0.25,0.2662,18.0539,15.0916,97.75,1.1692,1.1,4.4,1.4,1063.29,Moderate Cost
Canada,North America,Kitchen,Teak Wood Salad Bowl Large,267,31.6874,0.576,0.3169,2.7693,1.0104,0.35,0.3248,37.0349,30.7945,97.18,1.1689,1.6,7.5,0.9,7254.96,Moderate Cost
Japan,Asia Pacific,Decor,Handmade Soy Candle Large,45,12.5551,0.133,0.1255,0.0,1.0569,0.25,0.5477,14.6682,12.2966,97.94,1.1689,0.9,0.0,1.7,1630.51,Moderate Cost
Saudi Arabia,Middle East,Textiles,Handloom Cotton Throw Pillow Set 2,139,16.3286,0.176,0.1633,0.9167,0.9943,0.28,0.2171,19.076,15.9893,97.92,1.1684,0.9,4.8,1.5,2462.12,Moderate Cost
Malaysia,Asia Pacific,Lighting,Bamboo Table Lamp,86,30.7647,0.385,0.3076,3.1457,0.9802,0.25,0.1077,35.9409,30.072,97.75,1.1683,1.1,8.8,0.7,811.03,Moderate Cost
USA,North America,Storage,Jute Cotton Laundry Basket,529,17.3106,0.36,0.1731,0.7137,1.0259,0.35,0.2854,20.2188,16.7775,96.92,1.1682,1.8,3.5,1.7,11056.36,Moderate Cost
Australia,Asia Pacific,Kitchen,Bamboo Serving Tray Large,158,15.3894,0.2625,0.1539,0.7903,0.9743,0.25,0.1492,17.9695,14.973,97.29,1.1681,1.5,4.4,1.4,2034.82,Moderate Cost
UAE,Middle East,Decor,Hand Painted Wooden Tray,380,17.2667,0.224,0.1727,0.8832,1.0211,0.28,0.3171,20.1648,16.8701,97.7,1.1679,1.1,4.4,1.4,9170.33,Moderate Cost
New Zealand,Asia Pacific,Textiles,Handloom Cotton Throw Pillow Set 2,51,16.3467,0.1925,0.1635,0.8351,1.0019,0.25,0.2902,19.0799,15.9907,97.82,1.1678,1.0,4.4,1.3,1230.85,Moderate Cost
UAE,Middle East,Decor,Handmade Soy Candle Set of 3,348,15.4018,0.176,0.154,0.7866,0.9867,0.28,0.1988,17.984,15.0718,97.86,1.1678,1.0,4.4,1.6,7646.04,Moderate Cost
Sweden,Europe,Textiles,Block Print Cotton Table Runner,47,11.543,0.1176,0.1154,0.0,1.1015,0.32,0.2802,13.4777,11.31,97.98,1.1676,0.9,0.0,2.4,864.85,Moderate Cost
Kuwait,Middle East,Storage,Jute Cotton Laundry Basket,54,17.3067,0.24,0.1731,0.886,1.0043,0.28,0.3237,20.2138,16.8936,97.61,1.1676,1.2,4.4,1.4,1347.82,Moderate Cost
UAE,Middle East,Decor,Macrame Plant Hanger Set of 3,348,15.3163,0.112,0.1532,0.7791,0.9877,0.28,0.2492,17.8774,15.0512,98.27,1.1674,0.6,4.4,1.6,7370.61,Moderate Cost
Italy,Europe,Bath,Bamboo Toothbrush Holder Set,43,11.4251,0.126,0.1143,0.0,1.0115,0.32,0.3337,13.3305,11.1849,97.9,1.1672,1.0,0.0,2.4,1100.29,Moderate Cost
UK,Europe,Textiles,Block Print Cotton Table Runner,244,11.5367,0.1176,0.1154,0.0,1.0054,0.32,0.3609,13.456,11.3038,97.98,1.167,0.9,0.0,2.4,6973.21,Moderate Cost
New Zealand,Asia Pacific,Decor,Handmade Soy Candle Set of 3,39,15.4954,0.1925,0.155,0.7921,0.9287,0.25,0.2686,18.0823,15.1479,97.76,1.1669,1.1,4.4,1.4,1356.73,Moderate Cost
Portugal,Europe,Textiles,Block Print Cotton Table Runner,21,11.6457,0.1176,0.1165,0.0,1.0593,0.32,0.3167,13.5758,11.4117,97.99,1.1669,0.9,0.0,2.4,332.58,Moderate Cost
Portugal,Europe,Bath,Bamboo Toothbrush Holder Set,26,11.5938,0.126,0.1159,0.0,1.0916,0.32,0.2587,13.506,11.3519,97.91,1.1667,0.9,0.0,2.4,498.18,Moderate Cost
USA,North America,Decor,Hand Painted Wooden Tray,511,17.3233,0.336,0.1732,0.7133,1.0,0.35,0.3101,20.206,16.8141,97.06,1.1666,1.7,3.5,1.7,11998.28,Moderate Cost
Kuwait,Middle East,Garden,Terracotta Planter Set of 3,62,19.1871,0.416,0.1919,0.9897,1.1195,0.28,0.1914,22.3757,18.5792,96.83,1.1665,1.9,4.4,1.3,1048.88,Moderate Cost
New Zealand,Asia Pacific,Decor,Hand Painted Wooden Tray,52,17.2212,0.245,0.1722,0.8819,1.0257,0.25,0.2819,20.0779,16.804,97.57,1.1661,1.2,4.4,1.3,882.29,Moderate Cost
UAE,Middle East,Storage,Jute Cotton Laundry Basket,394,17.2914,0.24,0.1729,0.8852,1.0079,0.28,0.2798,20.1573,16.8785,97.61,1.166,1.2,4.4,1.4,8443.09,Moderate Cost
Australia,Asia Pacific,Garden,Terracotta Planter Set of 3,157,19.1019,0.455,0.191,0.9874,1.0306,0.25,0.2489,22.2648,18.4559,96.61,1.1659,2.1,4.4,1.1,2990.69,Moderate Cost
Kuwait,Middle East,Decor,Macrame Plant Hanger Set of 3,50,15.2128,0.112,0.1521,0.7738,0.9561,0.28,0.2537,17.7406,14.9487,98.26,1.1657,0.6,4.4,1.6,970.22,Moderate Cost
Kuwait,Middle East,Textiles,Handloom Cotton Throw Pillow Set 2,50,16.286,0.176,0.1629,0.8312,1.0101,0.28,0.2311,18.9773,15.9471,97.92,1.1654,0.9,4.4,1.5,969.23,Moderate Cost
Canada,North America,Lighting,Bamboo Table Lamp,194,30.7662,0.528,0.3077,2.6862,0.9339,0.35,0.2724,35.8442,29.9305,97.28,1.1653,1.5,7.5,1.0,5009.17,Moderate Cost
Netherlands,Europe,Textiles,Block Print Cotton Napkin Set of 6,73,13.3364,0.147,0.1334,0.0,1.0602,0.32,0.5207,15.5177,13.0561,97.9,1.1648,1.0,0.0,2.1,3082.58,Moderate Cost
Saudi Arabia,Middle East,Decor,Macrame Wall Hanging Small,192,17.3081,0.128,0.1731,0.9685,1.0238,0.28,0.2737,20.1552,17.007,98.26,1.1648,0.6,4.8,1.4,3928.51,Moderate Cost
Saudi Arabia,Middle East,Storage,Handwoven Jute Storage Basket Large,175,19.2594,0.288,0.1926,1.0857,1.0308,0.28,0.2934,22.4298,18.7788,97.5,1.1647,1.3,4.9,1.3,3981.61,Moderate Cost
Netherlands,Europe,Textiles,Block Print Cotton Table Runner,80,11.5905,0.1176,0.1159,0.0,1.0461,0.32,0.313,13.5031,11.357,97.98,1.1647,0.9,0.0,2.4,1997.39,Moderate Cost
New Zealand,Asia Pacific,Kitchen,Bamboo Cutting Board Set of 3,48,16.3413,0.315,0.1634,0.841,0.9278,0.25,0.1956,19.034,15.8628,97.07,1.1646,1.7,4.4,1.3,946.24,Moderate Cost
Malaysia,Asia Pacific,Textiles,Hand Block Print Bedsheet Set,107,44.0783,0.63,0.4408,4.5149,1.1113,0.25,0.2859,51.3112,43.0075,97.57,1.1642,1.2,8.8,0.5,3035.92,Moderate Cost
New Zealand,Asia Pacific,Textiles,Hand Embroidered Cushion Cover Set 2,82,18.3304,0.1575,0.1833,0.9336,1.0629,0.25,0.4183,21.3359,17.9895,98.14,1.1641,0.7,4.4,1.2,2733.24,Moderate Cost
Malaysia,Asia Pacific,Textiles,Kantha Quilt Throw Blanket,105,36.5307,0.42,0.3653,3.7316,1.0109,0.25,0.2054,42.5138,35.7454,97.85,1.1638,1.0,8.8,0.6,2215.35,Moderate Cost
USA,North America,Decor,Macrame Plant Hanger Set of 3,507,15.3452,0.168,0.1535,0.6267,0.9841,0.35,0.2215,17.8489,15.0237,97.9,1.1633,0.9,3.5,2.0,9934.82,Moderate Cost
New Zealand,Asia Pacific,Decor,Macrame Wall Hanging Small,93,17.3052,0.14,0.1731,0.8809,0.9893,0.25,0.3921,20.1306,16.9921,98.19,1.1631,0.7,4.4,1.2,2957.91,Moderate Cost
New Zealand,Asia Pacific,Garden,Terracotta Planter Set of 3,39,19.3795,0.455,0.1938,1.0014,1.1074,0.25,0.1465,22.5336,18.7307,96.65,1.1628,2.0,4.4,1.1,760.27,Moderate Cost
Malaysia,Asia Pacific,Kitchen,Ceramic Dinner Set 12pc,101,46.1038,0.875,0.461,4.744,0.9465,0.25,0.2274,53.6076,44.7677,97.1,1.1628,1.6,8.9,0.5,1880.04,Moderate Cost
Malaysia,Asia Pacific,Rugs,Jute Braided Area Rug 4x6ft,108,53.9259,1.12,0.5393,5.5585,1.0553,0.25,0.2356,62.6846,52.2667,96.92,1.1627,1.8,8.9,0.4,2277.54,Moderate Cost
UAE,Middle East,Storage,Handwoven Jute Storage Basket Large,541,19.1394,0.288,0.1914,0.9809,1.0087,0.28,0.3546,22.243,18.66,97.49,1.1621,1.3,4.4,1.3,14322.61,Moderate Cost
Kuwait,Middle East,Decor,Hand Painted Wooden Bowl,57,15.3375,0.176,0.1534,0.7834,0.9354,0.28,0.1415,17.8071,15.0082,97.85,1.1621,1.0,4.4,1.6,602.13,Moderate Cost
Saudi Arabia,Middle East,Decor,Hand Painted Wooden Tray,124,17.4092,0.224,0.1741,0.9794,0.9527,0.28,0.206,20.2254,17.0111,97.71,1.1618,1.1,4.9,1.4,2167.05,Moderate Cost
Saudi Arabia,Middle East,Garden,Terracotta Planter Large,133,23.0833,0.576,0.2308,1.3139,1.0237,0.28,0.2967,26.8045,22.2765,96.5,1.1617,2.2,4.9,1.0,2998.62,Moderate Cost
USA,North America,Storage,Handwoven Jute Storage Basket Large,775,19.2361,0.432,0.1924,0.7944,1.025,0.35,0.3026,22.3325,18.6118,96.75,1.1612,1.9,3.6,1.6,20640.85,Moderate Cost
Australia,Asia Pacific,Storage,Jute Cotton Laundry Basket,153,17.2718,0.2625,0.1727,0.8853,0.9934,0.25,0.2097,20.0454,16.8366,97.48,1.1605,1.3,4.4,1.3,2830.61,Moderate Cost
Saudi Arabia,Middle East,Decor,Recycled Glass Vase Set of 2,138,20.1128,0.304,0.2011,1.134,1.0311,0.28,0.2759,23.3389,19.6077,97.49,1.1605,1.3,4.9,1.2,3786.96,Moderate Cost
France,Europe,Textiles,Block Print Cotton Table Runner,82,11.5785,0.1176,0.1158,0.0,0.9917,0.32,0.3167,13.4403,11.3451,97.98,1.1604,0.9,0.0,2.4,1989.0,Moderate Cost
USA,North America,Garden,Terracotta Planter Large,510,23.0889,0.864,0.2309,0.9673,1.0135,0.35,0.2663,26.7809,21.9941,95.25,1.1601,3.2,3.6,1.3,12488.4,Moderate Cost
UK,Europe,Bath,Bamboo Toothbrush Holder Set,256,11.5088,0.126,0.1151,0.0,1.0159,0.32,0.2582,13.3439,11.2677,97.9,1.1599,1.0,0.0,2.4,4985.0,Moderate Cost
New Zealand,Asia Pacific,Storage,Jute Cotton Laundry Basket,46,17.2252,0.2625,0.1722,0.883,1.026,0.25,0.1383,19.9573,16.7905,97.47,1.1592,1.3,4.4,1.3,318.11,Moderate Cost
Canada,North America,Kitchen,Ceramic Dinner Set 12pc,273,46.298,1.2,0.463,4.0767,1.0017,0.35,0.2572,53.6466,44.635,96.4,1.1588,2.2,7.6,0.7,5005.06,Moderate Cost
Australia,Asia Pacific,Textiles,Handloom Cotton Throw Pillow Set 2,148,16.3993,0.1925,0.164,0.8378,0.9526,0.25,0.2015,18.9977,16.0428,97.82,1.1587,1.0,4.4,1.3,2742.15,Moderate Cost
USA,North America,Decor,Recycled Glass Vase Set of 2,516,20.1913,0.456,0.2019,0.834,1.0544,0.35,0.2925,23.3801,19.5334,96.74,1.1583,2.0,3.6,1.5,13393.16,Moderate Cost
New Zealand,Asia Pacific,Decor,Recycled Glass Vase Set of 2,48,20.1688,0.3325,0.2017,1.0352,1.0577,0.25,0.3137,23.3595,19.6346,97.35,1.1583,1.4,4.4,1.1,1602.74,Moderate Cost
Australia,Asia Pacific,Storage,Handwoven Jute Storage Basket Large,229,19.0987,0.315,0.191,0.9802,0.9809,0.25,0.2907,22.1065,18.5927,97.35,1.1579,1.4,4.4,1.1,5701.66,Moderate Cost
Canada,North America,Textiles,Kantha Quilt Throw Blanket,278,36.4117,0.576,0.3641,3.1749,1.0102,0.35,0.2605,42.1474,35.4715,97.41,1.1575,1.4,7.5,0.8,5934.71,Moderate Cost
Spain,Europe,Bath,Bamboo Toothbrush Holder Set,39,11.5846,0.126,0.1158,0.0,0.9445,0.32,0.3203,13.4113,11.3428,97.91,1.1574,0.9,0.0,2.4,706.87,Moderate Cost
Saudi Arabia,Middle East,Storage,Woven Seagrass Floor Basket,108,22.0885,0.352,0.2209,1.2464,1.0179,0.28,0.3527,25.5584,21.5156,97.4,1.1574,1.4,4.9,1.1,3003.76,Moderate Cost
Kuwait,Middle East,Decor,Macrame Wall Hanging Small,78,17.2454,0.128,0.1725,0.8773,1.0211,0.28,0.2232,19.9475,16.9449,98.26,1.1568,0.6,4.4,1.4,1914.67,Moderate Cost
France,Europe,Bath,Bamboo Toothbrush Holder Set,112,11.5757,0.126,0.1158,0.0,1.0793,0.32,0.167,13.3837,11.334,97.91,1.1566,0.9,0.0,2.4,2347.22,Moderate Cost
Germany,Europe,Bath,Bamboo Toothbrush Holder Set,164,11.4988,0.126,0.115,0.0,1.0074,0.32,0.232,13.2992,11.2578,97.9,1.1565,1.0,0.0,2.4,3850.63,Moderate Cost
UAE,Middle East,Decor,Macrame Wall Hanging Small,544,17.3518,0.128,0.1735,0.8827,1.0154,0.28,0.2322,20.0636,17.0503,98.26,1.1565,0.6,4.4,1.4,11107.27,Moderate Cost
Australia,Asia Pacific,Decor,Hand Painted Wooden Tray,150,17.3724,0.245,0.1737,0.8896,0.9714,0.25,0.1873,20.0893,16.9537,97.59,1.1565,1.2,4.4,1.2,2318.25,Moderate Cost
USA,North America,Decor,Macrame Wall Hanging Small,750,17.286,0.192,0.1729,0.706,1.0131,0.35,0.2618,19.9818,16.9211,97.89,1.1563,1.0,3.5,1.8,17238.93,Moderate Cost
New Zealand,Asia Pacific,Garden,Terracotta Planter Large,48,23.15,0.63,0.2315,1.2006,1.0108,0.25,0.281,26.7538,22.2885,96.27,1.1562,2.4,4.5,0.9,980.22,Moderate Cost
Canada,North America,Rugs,Jute Braided Area Rug 4x6ft,280,53.88,1.536,0.5388,4.7562,0.9974,0.35,0.2225,62.2808,51.8052,96.14,1.156,2.5,7.6,0.6,4747.12,Moderate Cost
UAE,Middle East,Textiles,Hand Embroidered Cushion Cover Set 2,529,18.2443,0.144,0.1824,0.9286,1.0362,0.28,0.2691,21.0846,17.9179,98.21,1.1559,0.7,4.4,1.3,11240.79,Moderate Cost
Italy,Europe,Decor,Handmade Soy Candle Large,51,12.508,0.1596,0.1251,0.0,1.1163,0.32,0.2235,14.4525,12.2234,97.72,1.1558,1.1,0.0,2.2,1089.22,Moderate Cost
Kuwait,Middle East,Garden,Terracotta Planter Large,49,22.8343,0.576,0.2283,1.1819,1.0241,0.28,0.2499,26.3745,22.0299,96.47,1.1554,2.2,4.5,1.1,822.94,Moderate Cost
Malaysia,Asia Pacific,Furniture,Cane Rattan Side Table,87,65.4598,1.225,0.6546,6.7339,1.0003,0.25,0.2877,75.6113,63.5802,97.13,1.1552,1.6,8.9,0.3,1725.6,Moderate Cost
Spain,Europe,Kitchen,Bamboo Cutting Board Set of 3,40,16.2903,0.378,0.1629,0.0,1.0823,0.32,0.5613,18.7947,15.7494,96.68,1.155,2.0,0.0,1.7,1462.32,Moderate Cost
Canada,North America,Textiles,Hand Block Print Bedsheet Set,266,44.3139,0.864,0.4431,3.8778,1.0257,0.35,0.3001,51.1747,43.0068,97.05,1.1549,1.7,7.6,0.7,6229.15,Moderate Cost
USA,North America,Textiles,Hand Embroidered Cushion Cover Set 2,769,18.2267,0.216,0.1823,0.745,1.0298,0.35,0.2921,21.0418,17.8284,97.81,1.1548,1.0,3.6,1.7,17927.24,Moderate Cost
Ireland,Europe,Kitchen,Bamboo Serving Tray Large,24,15.46,0.315,0.1546,0.0,1.0612,0.32,0.5433,17.8541,14.9904,96.96,1.1547,1.8,0.0,1.8,747.81,Moderate Cost
Netherlands,Europe,Bath,Bamboo Toothbrush Holder Set,77,11.5075,0.126,0.1151,0.0,1.0483,0.32,0.1681,13.285,11.2665,97.9,1.1546,1.0,0.0,2.4,919.12,Moderate Cost
Germany,Europe,Decor,Handmade Soy Candle Large,176,12.4837,0.1596,0.1248,0.0,1.0168,0.32,0.3005,14.4054,12.1993,97.72,1.154,1.1,0.0,2.2,4343.03,Moderate Cost
New Zealand,Asia Pacific,Kitchen,Ceramic Mug Set of 4,42,21.2352,0.2975,0.2124,1.0873,0.9518,0.25,0.4547,24.4889,20.7254,97.6,1.1538,1.2,4.5,1.0,1312.03,Moderate Cost
